species,thicket ,id,wound,tank,sample,treatment,biopsy_day,plug_buoyant_weight_uncorrected,temp_plug,temp_fw,plug_ref_sw,plug_ref_fw,plug_ref_dry,den_fw,density_plug_ref,arag_density,density_sw,calculated_plug,initial_coral_buoyant_weigh_uncorrected,initial_temp_coral,initial_temp_fw,initial_ref_sw,initial_ref_fw,initial_ref_dry,initial_den_fw,initial_density_ref,arag_density,initial_density_sw,initial_calculated_weight,final_coral_weight_uncorrected,final_temp_coral,final_temp_fw,final_ref_sw,final_ref_fw,final_ref_dry,final_den_fw,final_density_ref,arag_density,final_density_sw,final_calculated_weight,initial minus calculated plug,final minus calculated plug,percent_growth_bw,g/day,,,
a. pulchra,c,127.0,no,11.0,gene/physio,31.0,15.0,3.0672,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K32*K32)+(0.000007*K32)+1.0001),=(N32*O32)/(N32-M32),2.92999999999999,=(P32*(N32-L32)/N32),=I32/(1-(R32/Q32)),5.5386,30.5,30.5,25.7984,26.2254,47.395,=((-0.000005*V32*V32)+(0.000007*V32)+1.0001),=(Y32*Z32)/(Y32-X32),2.93,=(AA32*(Y32-W32)/Y32),=T32/(1-(AC32/AB32)),5.8744,29.7,29.7,25.7853,26.216,47.395,=((-0.000005*AG32*AG32)+(0.000007*AG32)+1.0001),=(AJ32*AK32)/(AJ32-AI32),2.93,=(AL32*(AJ32-AH32)/AJ32),=AE32/(1-(AN32/AM32)),=AD32-S32,=AO32-S32,=((AQ32-AP32)/AP32)*100,=(AQ32-AP32)/15,,,
a. pulchra,d,128.0,no,11.0,gene/physio,31.0,15.0,3.0578,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K33*K33)+(0.000007*K33)+1.0001),=(N33*O33)/(N33-M33),2.92999999999999,=(P33*(N33-L33)/N33),=I33/(1-(R33/Q33)),4.7213,30.5,30.5,25.7984,26.2254,47.395,=((-0.000005*V33*V33)+(0.000007*V33)+1.0001),=(Y33*Z33)/(Y33-X33),2.93,=(AA33*(Y33-W33)/Y33),=T33/(1-(AC33/AB33)),4.97,29.7,29.7,25.7853,26.216,47.395,=((-0.000005*AG33*AG33)+(0.000007*AG33)+1.0001),=(AJ33*AK33)/(AJ33-AI33),2.93,=(AL33*(AJ33-AH33)/AJ33),=AE33/(1-(AN33/AM33)),=AD33-S33,=AO33-S33,=((AQ33-AP33)/AP33)*100,=(AQ33-AP33)/15,,,
a. pulchra,c,123.0,no,6.0,gene/physio,28.0,15.0,3.5126,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K34*K34)+(0.000007*K34)+1.0001),=(N34*O34)/(N34-M34),2.93,=(P34*(N34-L34)/N34),=I34/(1-(R34/Q34)),5.7597,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V34*V34)+(0.000007*V34)+1.0001),=(Y34*Z34)/(Y34-X34),2.93,=(AA34*(Y34-W34)/Y34),=T34/(1-(AC34/AB34)),6.099,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG34*AG34)+(0.000007*AG34)+1.0001),=(AJ34*AK34)/(AJ34-AI34),2.93,=(AL34*(AJ34-AH34)/AJ34),=AE34/(1-(AN34/AM34)),=AD34-S34,=AO34-S34,=((AQ34-AP34)/AP34)*100,=(AQ34-AP34)/15,,,
a. pulchra,d,145.0,no,6.0,gene/physio,28.0,15.0,3.209,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K35*K35)+(0.000007*K35)+1.0001),=(N35*O35)/(N35-M35),2.93,=(P35*(N35-L35)/N35),=I35/(1-(R35/Q35)),5.2082,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V35*V35)+(0.000007*V35)+1.0001),=(Y35*Z35)/(Y35-X35),2.93,=(AA35*(Y35-W35)/Y35),=T35/(1-(AC35/AB35)),5.5145,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG35*AG35)+(0.000007*AG35)+1.0001),=(AJ35*AK35)/(AJ35-AI35),2.93,=(AL35*(AJ35-AH35)/AJ35),=AE35/(1-(AN35/AM35)),=AD35-S35,=AO35-S35,=((AQ35-AP35)/AP35)*100,=(AQ35-AP35)/15,,,
a. pulchra,c,131.0,no,9.0,gene/physio,28.0,15.0,3.225,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K36*K36)+(0.000007*K36)+1.0001),=(N36*O36)/(N36-M36),2.93,=(P36*(N36-L36)/N36),=I36/(1-(R36/Q36)),5.7313,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V36*V36)+(0.000007*V36)+1.0001),=(Y36*Z36)/(Y36-X36),2.93,=(AA36*(Y36-W36)/Y36),=T36/(1-(AC36/AB36)),6.1274,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG36*AG36)+(0.000007*AG36)+1.0001),=(AJ36*AK36)/(AJ36-AI36),2.93,=(AL36*(AJ36-AH36)/AJ36),=AE36/(1-(AN36/AM36)),=AD36-S36,=AO36-S36,=((AQ36-AP36)/AP36)*100,=(AQ36-AP36)/15,,,
a. pulchra,a,172.0,yes,3.0,gene/physio,28.0,15.0,3.3055,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K37*K37)+(0.000007*K37)+1.0001),=(N37*O37)/(N37-M37),2.93,=(P37*(N37-L37)/N37),=I37/(1-(R37/Q37)),5.2353,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V37*V37)+(0.000007*V37)+1.0001),=(Y37*Z37)/(Y37-X37),2.93,=(AA37*(Y37-W37)/Y37),=T37/(1-(AC37/AB37)),5.5417,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG37*AG37)+(0.000007*AG37)+1.0001),=(AJ37*AK37)/(AJ37-AI37),2.93,=(AL37*(AJ37-AH37)/AJ37),=AE37/(1-(AN37/AM37)),=AD37-S37,=AO37-S37,=((AQ37-AP37)/AP37)*100,=(AQ37-AP37)/15,,,
a. pulchra,a,177.0,yes,12.0,gene/physio,28.0,15.0,3.2889,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K38*K38)+(0.000007*K38)+1.0001),=(N38*O38)/(N38-M38),2.92999999999999,=(P38*(N38-L38)/N38),=I38/(1-(R38/Q38)),5.2544,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V38*V38)+(0.000007*V38)+1.0001),=(Y38*Z38)/(Y38-X38),2.93,=(AA38*(Y38-W38)/Y38),=T38/(1-(AC38/AB38)),5.5844,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG38*AG38)+(0.000007*AG38)+1.0001),=(AJ38*AK38)/(AJ38-AI38),2.92999999999999,=(AL38*(AJ38-AH38)/AJ38),=AE38/(1-(AN38/AM38)),=AD38-S38,=AO38-S38,=((AQ38-AP38)/AP38)*100,=(AQ38-AP38)/15,,,
a. pulchra,a,163.0,no,11.0,gene/physio,31.0,15.0,3.3604,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K39*K39)+(0.000007*K39)+1.0001),=(N39*O39)/(N39-M39),2.92999999999999,=(P39*(N39-L39)/N39),=I39/(1-(R39/Q39)),5.7198,30.5,30.5,25.7984,26.2254,47.395,=((-0.000005*V39*V39)+(0.000007*V39)+1.0001),=(Y39*Z39)/(Y39-X39),2.93,=(AA39*(Y39-W39)/Y39),=T39/(1-(AC39/AB39)),6.1518,29.7,29.7,25.7853,26.216,47.395,=((-0.000005*AG39*AG39)+(0.000007*AG39)+1.0001),=(AJ39*AK39)/(AJ39-AI39),2.93,=(AL39*(AJ39-AH39)/AJ39),=AE39/(1-(AN39/AM39)),=AD39-S39,=AO39-S39,=((AQ39-AP39)/AP39)*100,=(AQ39-AP39)/15,,,
a. pulchra,a,166.0,yes,9.0,gene/physio,28.0,15.0,3.109,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K40*K40)+(0.000007*K40)+1.0001),=(N40*O40)/(N40-M40),2.93,=(P40*(N40-L40)/N40),=I40/(1-(R40/Q40)),4.8115,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V40*V40)+(0.000007*V40)+1.0001),=(Y40*Z40)/(Y40-X40),2.93,=(AA40*(Y40-W40)/Y40),=T40/(1-(AC40/AB40)),5.1356,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG40*AG40)+(0.000007*AG40)+1.0001),=(AJ40*AK40)/(AJ40-AI40),2.93,=(AL40*(AJ40-AH40)/AJ40),=AE40/(1-(AN40/AM40)),=AD40-S40,=AO40-S40,=((AQ40-AP40)/AP40)*100,=(AQ40-AP40)/15,,,
a. pulchra,d,146.0,yes,6.0,gene/physio,28.0,15.0,3.1501,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K41*K41)+(0.000007*K41)+1.0001),=(N41*O41)/(N41-M41),2.93,=(P41*(N41-L41)/N41),=I41/(1-(R41/Q41)),4.8423,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V41*V41)+(0.000007*V41)+1.0001),=(Y41*Z41)/(Y41-X41),2.93,=(AA41*(Y41-W41)/Y41),=T41/(1-(AC41/AB41)),5.1777,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG41*AG41)+(0.000007*AG41)+1.0001),=(AJ41*AK41)/(AJ41-AI41),2.93,=(AL41*(AJ41-AH41)/AJ41),=AE41/(1-(AN41/AM41)),=AD41-S41,=AO41-S41,=((AQ41-AP41)/AP41)*100,=(AQ41-AP41)/15,,,
a. pulchra,a,176.0,no,12.0,gene/physio,28.0,15.0,3.0409,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K42*K42)+(0.000007*K42)+1.0001),=(N42*O42)/(N42-M42),2.92999999999999,=(P42*(N42-L42)/N42),=I42/(1-(R42/Q42)),4.8886,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V42*V42)+(0.000007*V42)+1.0001),=(Y42*Z42)/(Y42-X42),2.93,=(AA42*(Y42-W42)/Y42),=T42/(1-(AC42/AB42)),5.2619,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG42*AG42)+(0.000007*AG42)+1.0001),=(AJ42*AK42)/(AJ42-AI42),2.92999999999999,=(AL42*(AJ42-AH42)/AJ42),=AE42/(1-(AN42/AM42)),=AD42-S42,=AO42-S42,=((AQ42-AP42)/AP42)*100,=(AQ42-AP42)/15,,,
a. pulchra,d,122.0,no,9.0,gene/physio,28.0,15.0,3.3553,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K43*K43)+(0.000007*K43)+1.0001),=(N43*O43)/(N43-M43),2.93,=(P43*(N43-L43)/N43),=I43/(1-(R43/Q43)),5.079,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V43*V43)+(0.000007*V43)+1.0001),=(Y43*Z43)/(Y43-X43),2.93,=(AA43*(Y43-W43)/Y43),=T43/(1-(AC43/AB43)),5.4336,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG43*AG43)+(0.000007*AG43)+1.0001),=(AJ43*AK43)/(AJ43-AI43),2.93,=(AL43*(AJ43-AH43)/AJ43),=AE43/(1-(AN43/AM43)),=AD43-S43,=AO43-S43,=((AQ43-AP43)/AP43)*100,=(AQ43-AP43)/15,,,
a. pulchra,a,173.0,no,9.0,gene/physio,28.0,15.0,3.2994,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K44*K44)+(0.000007*K44)+1.0001),=(N44*O44)/(N44-M44),2.93,=(P44*(N44-L44)/N44),=I44/(1-(R44/Q44)),4.9833,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V44*V44)+(0.000007*V44)+1.0001),=(Y44*Z44)/(Y44-X44),2.93,=(AA44*(Y44-W44)/Y44),=T44/(1-(AC44/AB44)),5.3315,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG44*AG44)+(0.000007*AG44)+1.0001),=(AJ44*AK44)/(AJ44-AI44),2.93,=(AL44*(AJ44-AH44)/AJ44),=AE44/(1-(AN44/AM44)),=AD44-S44,=AO44-S44,=((AQ44-AP44)/AP44)*100,=(AQ44-AP44)/15,,,
a. pulchra,a,179.0,yes,6.0,gene/physio,28.0,15.0,3.3026,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K45*K45)+(0.000007*K45)+1.0001),=(N45*O45)/(N45-M45),2.93,=(P45*(N45-L45)/N45),=I45/(1-(R45/Q45)),5.1211,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V45*V45)+(0.000007*V45)+1.0001),=(Y45*Z45)/(Y45-X45),2.93,=(AA45*(Y45-W45)/Y45),=T45/(1-(AC45/AB45)),5.5074,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG45*AG45)+(0.000007*AG45)+1.0001),=(AJ45*AK45)/(AJ45-AI45),2.93,=(AL45*(AJ45-AH45)/AJ45),=AE45/(1-(AN45/AM45)),=AD45-S45,=AO45-S45,=((AQ45-AP45)/AP45)*100,=(AQ45-AP45)/15,,,
a. pulchra,d,118.0,yes,9.0,gene/physio,28.0,15.0,3.1759,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K46*K46)+(0.000007*K46)+1.0001),=(N46*O46)/(N46-M46),2.93,=(P46*(N46-L46)/N46),=I46/(1-(R46/Q46)),5.0599,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V46*V46)+(0.000007*V46)+1.0001),=(Y46*Z46)/(Y46-X46),2.93,=(AA46*(Y46-W46)/Y46),=T46/(1-(AC46/AB46)),5.4738,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG46*AG46)+(0.000007*AG46)+1.0001),=(AJ46*AK46)/(AJ46-AI46),2.93,=(AL46*(AJ46-AH46)/AJ46),=AE46/(1-(AN46/AM46)),=AD46-S46,=AO46-S46,=((AQ46-AP46)/AP46)*100,=(AQ46-AP46)/15,,,
a. pulchra,d,147.0,no,12.0,gene/physio,28.0,15.0,3.2524,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K47*K47)+(0.000007*K47)+1.0001),=(N47*O47)/(N47-M47),2.92999999999999,=(P47*(N47-L47)/N47),=I47/(1-(R47/Q47)),5.0598,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V47*V47)+(0.000007*V47)+1.0001),=(Y47*Z47)/(Y47-X47),2.93,=(AA47*(Y47-W47)/Y47),=T47/(1-(AC47/AB47)),5.4722,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG47*AG47)+(0.000007*AG47)+1.0001),=(AJ47*AK47)/(AJ47-AI47),2.92999999999999,=(AL47*(AJ47-AH47)/AJ47),=AE47/(1-(AN47/AM47)),=AD47-S47,=AO47-S47,=((AQ47-AP47)/AP47)*100,=(AQ47-AP47)/15,,,
a. pulchra,a,169.0,no,6.0,gene/physio,28.0,15.0,3.2123,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K48*K48)+(0.000007*K48)+1.0001),=(N48*O48)/(N48-M48),2.93,=(P48*(N48-L48)/N48),=I48/(1-(R48/Q48)),5.1608,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V48*V48)+(0.000007*V48)+1.0001),=(Y48*Z48)/(Y48-X48),2.93,=(AA48*(Y48-W48)/Y48),=T48/(1-(AC48/AB48)),5.6299,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG48*AG48)+(0.000007*AG48)+1.0001),=(AJ48*AK48)/(AJ48-AI48),2.93,=(AL48*(AJ48-AH48)/AJ48),=AE48/(1-(AN48/AM48)),=AD48-S48,=AO48-S48,=((AQ48-AP48)/AP48)*100,=(AQ48-AP48)/15,,,
a. pulchra,d,144.0,yes,12.0,gene/physio,28.0,15.0,3.3211,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*K49*K49)+(0.000007*K49)+1.0001),=(N49*O49)/(N49-M49),2.92999999999999,=(P49*(N49-L49)/N49),=I49/(1-(R49/Q49)),4.6449,27.8,27.8,25.776,26.2003,47.395,=((-0.000005*V49*V49)+(0.000007*V49)+1.0001),=(Y49*Z49)/(Y49-X49),2.93,=(AA49*(Y49-W49)/Y49),=T49/(1-(AC49/AB49)),4.9876,27.9,27.9,25.7784,26.203,47.395,=((-0.000005*AG49*AG49)+(0.000007*AG49)+1.0001),=(AJ49*AK49)/(AJ49-AI49),2.92999999999999,=(AL49*(AJ49-AH49)/AJ49),=AE49/(1-(AN49/AM49)),=AD49-S49,=AO49-S49,=((AQ49-AP49)/AP49)*100,=(AQ49-AP49)/15,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
