species,thicket ,id,sample,wound,tank,treatment,biopsy_date,biopsy_notes,biopsy_day,biopsy_segment,box,Collected in liquid nitrogen?,In DNA/RNA shield?
a. pulchra,c,264.0,gene ,no,11.0,31.0,2025-06-05 00:00:00,tip with branch,1.0,middle,3.0,no,2025-06-05 00:00:00
a. pulchra,a,181.0,gene ,yes,11.0,31.0,2025-06-05 00:00:00,NA,1.0,middle,3.0,no,2025-06-05 00:00:00
a. pulchra,d,228.0,gene ,yes,11.0,31.0,2025-06-05 00:00:00,NA,1.0,middle,3.0,no,2025-06-05 00:00:00
a. pulchra,c,300.0,gene ,yes,11.0,31.0,2025-06-05 00:00:00,2 tips,1.0,middle,3.0,no,2025-06-05 00:00:00
a. pulchra,a,111.0,gene ,no,3.0,28.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,d,246.0,gene ,no,3.0,28.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,c,298.0,gene ,no,3.0,28.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,a,192.0,gene ,no,6.0,28.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,d,222.0,gene ,no,6.0,28.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,c,280.0,gene ,no,6.0,28.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,a,148.0,gene ,no,9.0,28.0,2025-06-05 00:00:00,wound with branch,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,d,257.0,gene ,no,9.0,28.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,c,261.0,gene ,no,9.0,28.0,2025-06-05 00:00:00,original tip with branch,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,a,151.0,gene ,no,12.0,28.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,d,234.0,gene ,no,12.0,28.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,c,287.0,gene ,no,12.0,28.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,a,182.0,gene ,no,4.0,31.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,d,249.0,gene ,no,4.0,31.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,c,274.0,gene ,no,4.0,31.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,a,198.0,gene ,no,5.0,31.0,2025-06-05 00:00:00,branch on original tip,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,d,200.0,gene ,no,5.0,31.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,c,278.0,gene ,no,5.0,31.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,a,171.0,gene ,no,10.0,31.0,2025-06-05 00:00:00,wound with branch,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,d,259.0,gene ,no,10.0,31.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,c,262.0,gene ,no,10.0,31.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,a,188.0,gene ,no,11.0,31.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,d,244.0,gene ,no,11.0,31.0,2025-06-05 00:00:00,NA,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,c,264.0,gene ,no,11.0,31.0,2025-06-05 00:00:00,tip with branch,1.0,tip,2.0,no,2025-06-05 00:00:00
a. pulchra,a,111.0,gene ,no,3.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,246.0,gene ,no,3.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,298.0,gene ,no,3.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,203.0,gene ,yes,3.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,209.0,gene ,yes,3.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,296.0,gene ,yes,3.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,192.0,gene ,no,6.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,222.0,gene ,no,6.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,280.0,gene ,no,6.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,140.0,gene ,yes,6.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,238.0,gene ,yes,6.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,268.0,gene ,yes,6.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,148.0,gene ,no,9.0,28.0,2025-06-05 00:00:00,wound with branch,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,257.0,gene ,no,9.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,261.0,gene ,no,9.0,28.0,2025-06-05 00:00:00,original tip with branch,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,159.0,gene ,yes,9.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,227.0,gene ,yes,9.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,288.0,gene ,yes,9.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,151.0,gene ,no,12.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,234.0,gene ,no,12.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,287.0,gene ,no,12.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,164.0,gene ,yes,12.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,231.0,gene ,yes,12.0,28.0,2025-06-05 00:00:00,2 tips,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,294.0,gene ,yes,12.0,28.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,182.0,gene ,no,4.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,249.0,gene ,no,4.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,274.0,gene ,no,4.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,197.0,gene ,yes,4.0,31.0,2025-06-05 00:00:00,dark tip,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,224.0,gene ,yes,4.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,276.0,gene ,yes,4.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,198.0,gene ,no,5.0,31.0,2025-06-05 00:00:00,branch on original tip,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,200.0,gene ,no,5.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,278.0,gene ,no,5.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,183.0,gene ,yes,5.0,31.0,2025-06-05 00:00:00,dark tip,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,226.0,gene ,yes,5.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,263.0,gene ,yes,5.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,171.0,gene ,no,10.0,31.0,2025-06-05 00:00:00,wound with branch,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,259.0,gene ,no,10.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,262.0,gene ,no,10.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,210.0,gene ,yes,10.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,254.0,gene ,yes,10.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,256.0,gene ,yes,10.0,31.0,2025-06-05 00:00:00,2 tips,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,188.0,gene ,no,11.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,244.0,gene ,no,11.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,264.0,gene ,no,11.0,31.0,2025-06-05 00:00:00,tip with branch,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,181.0,gene ,yes,11.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,d,228.0,gene ,yes,11.0,31.0,2025-06-05 00:00:00,NA,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,c,300.0,gene ,yes,11.0,31.0,2025-06-05 00:00:00,2 tips,1.0,wound,2 or 3,no,2025-06-05 00:00:00
a. pulchra,a,134.0,gene ,no,3.0,28.0,2025-06-07 00:00:00,"wound with branch, fell off",3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,242.0,gene ,no,3.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,290.0,gene ,no,3.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,160.0,gene ,yes,3.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,247.0,gene ,yes,3.0,28.0,2025-06-07 00:00:00,wound has growing tip already,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,250.0,gene ,yes,3.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,194.0,gene ,no,6.0,28.0,2025-06-07 00:00:00,chlorophyll with branch,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,220.0,gene ,no,6.0,28.0,2025-06-07 00:00:00,double tip,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,281.0,gene ,no,6.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,208.0,gene ,yes,6.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,245.0,gene ,yes,6.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,282.0,gene ,yes,6.0,28.0,2025-06-07 00:00:00,wound looks covered in coenosarc,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,157.0,gene ,no,9.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,229.0,gene ,no,9.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,271.0,gene ,no,9.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,187.0,gene ,yes,9.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,218.0,gene ,yes,9.0,28.0,2025-06-07 00:00:00,"wound edge smoothed over, growing tip present with coenosarc",3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,272.0,gene ,yes,9.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,190.0,gene ,no,12.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,201.0,gene ,no,12.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,273.0,gene ,no,12.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,167.0,gene ,yes,12.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,223.0,gene ,yes,12.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,301.0,gene ,yes,12.0,28.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,211.0,gene ,no,4.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,236.0,gene ,no,4.0,31.0,2025-06-07 00:00:00,very easy to cut,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,289.0,gene ,no,4.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,138.0,gene ,yes,4.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,206.0,gene ,yes,4.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,295.0,gene ,yes,4.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,153.0,gene ,no,5.0,31.0,2025-06-07 00:00:00,thin and easy to cut,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,239.0,gene ,no,5.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,297.0,gene ,no,5.0,31.0,2025-06-07 00:00:00,thick fragment,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,212.0,gene ,yes,5.0,31.0,2025-06-07 00:00:00,low branch,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,221.0,gene ,yes,5.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,270.0,gene ,yes,5.0,31.0,2025-06-07 00:00:00,wound looks smoothed over/possible growing tip and coenosarc,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,155.0,gene ,no,10.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,241.0,gene ,no,10.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,255.0,gene ,no,10.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,193.0,gene ,yes,10.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,216.0,gene ,yes,10.0,31.0,2025-06-07 00:00:00,middle with small branch,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,266.0,gene ,yes,10.0,31.0,2025-06-07 00:00:00,2 tips,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,168.0,gene ,no,11.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,185.0,gene ,no,11.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,284.0,gene ,no,11.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,112.0,gene ,yes,11.0,31.0,2025-06-07 00:00:00,2 tips,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,d,219.0,gene ,yes,11.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,c,265.0,gene ,yes,11.0,31.0,2025-06-07 00:00:00,NA,3.0,far,5 or 6,yes,2025-06-19 00:00:00
a. pulchra,a,134.0,gene ,no,3.0,28.0,2025-06-07 00:00:00,"wound with branch, fell off",3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,242.0,gene ,no,3.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,290.0,gene ,no,3.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,160.0,gene ,yes,3.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,247.0,gene ,yes,3.0,28.0,2025-06-07 00:00:00,wound has growing tip already,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,250.0,gene ,yes,3.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,194.0,gene ,no,6.0,28.0,2025-06-07 00:00:00,chlorophyll with branch,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,220.0,gene ,no,6.0,28.0,2025-06-07 00:00:00,double tip,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,281.0,gene ,no,6.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,208.0,gene ,yes,6.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,245.0,gene ,yes,6.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,282.0,gene ,yes,6.0,28.0,2025-06-07 00:00:00,wound looks covered in coenosarc,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,157.0,gene ,no,9.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,229.0,gene ,no,9.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,271.0,gene ,no,9.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,187.0,gene ,yes,9.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,218.0,gene ,yes,9.0,28.0,2025-06-07 00:00:00,"wound edge smoothed over, growing tip present with coenosarc",3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,272.0,gene ,yes,9.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,190.0,gene ,no,12.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,201.0,gene ,no,12.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,273.0,gene ,no,12.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,167.0,gene ,yes,12.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,223.0,gene ,yes,12.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,301.0,gene ,yes,12.0,28.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,211.0,gene ,no,4.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,236.0,gene ,no,4.0,31.0,2025-06-07 00:00:00,very easy to cut,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,289.0,gene ,no,4.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,138.0,gene ,yes,4.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,206.0,gene ,yes,4.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,295.0,gene ,yes,4.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,153.0,gene ,no,5.0,31.0,2025-06-07 00:00:00,thin and easy to cut,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,239.0,gene ,no,5.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,297.0,gene ,no,5.0,31.0,2025-06-07 00:00:00,thick fragment,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,212.0,gene ,yes,5.0,31.0,2025-06-07 00:00:00,low branch,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,221.0,gene ,yes,5.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,270.0,gene ,yes,5.0,31.0,2025-06-07 00:00:00,wound looks smoothed over/possible growing tip and coenosarc,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,155.0,gene ,no,10.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,241.0,gene ,no,10.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,255.0,gene ,no,10.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,193.0,gene ,yes,10.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,216.0,gene ,yes,10.0,31.0,2025-06-07 00:00:00,middle with small branch,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,266.0,gene ,yes,10.0,31.0,2025-06-07 00:00:00,2 tips,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,168.0,gene ,no,11.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,185.0,gene ,no,11.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,284.0,gene ,no,11.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,112.0,gene ,yes,11.0,31.0,2025-06-07 00:00:00,2 tips,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,d,219.0,gene ,yes,11.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,c,265.0,gene ,yes,11.0,31.0,2025-06-07 00:00:00,NA,3.0,middle,5.0,yes,2025-06-19 00:00:00
a. pulchra,a,134.0,gene ,no,3.0,28.0,2025-06-07 00:00:00,"wound with branch, fell off",3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,d,242.0,gene ,no,3.0,28.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,c,290.0,gene ,no,3.0,28.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,a,194.0,gene ,no,6.0,28.0,2025-06-07 00:00:00,chlorophyll with branch,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,d,220.0,gene ,no,6.0,28.0,2025-06-07 00:00:00,double tip,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,c,281.0,gene ,no,6.0,28.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,a,157.0,gene ,no,9.0,28.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,d,229.0,gene ,no,9.0,28.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,c,271.0,gene ,no,9.0,28.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,a,190.0,gene ,no,12.0,28.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,d,201.0,gene ,no,12.0,28.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,c,273.0,gene ,no,12.0,28.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,a,211.0,gene ,no,4.0,31.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,d,236.0,gene ,no,4.0,31.0,2025-06-07 00:00:00,very easy to cut,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,c,289.0,gene ,no,4.0,31.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,a,153.0,gene ,no,5.0,31.0,2025-06-07 00:00:00,thin and easy to cut,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,d,239.0,gene ,no,5.0,31.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,c,297.0,gene ,no,5.0,31.0,2025-06-07 00:00:00,thick fragment,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,a,155.0,gene ,no,10.0,31.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,d,241.0,gene ,no,10.0,31.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,c,255.0,gene ,no,10.0,31.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
